ID,DESCRIPTION.XML_LANG,DESCRIPTION
FOSAOP_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Euros"
FOSAOP_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Private Sector, US Dollars"
FOSAON_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Domestic Currency"
FOSAON_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Euros"
FOSAON_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, US Dollars"
FOSAOG_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Domestic Currency"
FOSAOG_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Euros"
FOSAOG_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, US Dollars"
FOSAO_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Domestic Currency"
FOSAO_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Euros"
FOSAO_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, US Dollars"
FOSDX_XDC,en,"Monetary, Other Depository Corporations Survey, Deposits Excluded from Broad Money, Domestic Currency"
FOSDX_EUR,en,"Monetary, Other Depository Corporations Survey, Deposits Excluded from Broad Money, Euros"
FOSDX_USD,en,"Monetary, Other Depository Corporations Survey, Deposits Excluded from Broad Money, US Dollars"
FOSFD_XDC,en,"Monetary, Other Depository Corporations Survey, Financial Derivatives, Domestic Currency"
FOSFD_EUR,en,"Monetary, Other Depository Corporations Survey, Financial Derivatives, Euros"
FOSFD_USD,en,"Monetary, Other Depository Corporations Survey, Financial Derivatives, US Dollars"
FOSI_XDC,en,"Monetary, Other Depository Corporations Survey, Insurance Technical Reserves, Domestic Currency"
FOSI_EUR,en,"Monetary, Other Depository Corporations Survey, Insurance Technical Reserves, Euros"
FOSI_USD,en,"Monetary, Other Depository Corporations Survey, Insurance Technical Reserves, US Dollars"
FOSLA_XDC,en,"Monetary, Other Depository Corporations Survey, Liabilities to Central Bank, Domestic Currency"
FOSLA_EUR,en,"Monetary, Other Depository Corporations Survey, Liabilities to Central Bank, Euros"
FOSLA_USD,en,"Monetary, Other Depository Corporations Survey, Liabilities to Central Bank, US Dollars"
FOSL_XDC,en,"Monetary, Other Depository Corporations Survey, Loans, Domestic Currency"
FOSL_EUR,en,"Monetary, Other Depository Corporations Survey, Loans, Euros"
FOSL_USD,en,"Monetary, Other Depository Corporations Survey, Loans, US Dollars"
FOSAG_XDC,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Claims on Central Government, Domestic Currency"
FOSAG_EUR,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Claims on Central Government, Euros"
FOSAG_USD,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Claims on Central Government, US Dollars"
FOSG_XDC,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Domestic Currency"
FOSG_EUR,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Euros"
FOSLG_XDC,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Domestic Currency"
FOSLG_EUR,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Euros"
FOSLG_USD,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, US Dollars"
FOSG_K_EUR,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Spliced Historical Series, Euros"
FOSG_USD,en,"Monetary, Other Depository Corporations Survey, Net Claims on Central Government, US Dollars"
FOSAF_XDC,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, Domestic Currency"
FOSAF_EUR,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, Euros"
FOSAF_USD,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, US Dollars"
FOSF_XDC,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, Domestic Currency"
FOSF_EUR,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, Euros"
FOSLF_XDC,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, Domestic Currency"
FOSLF_EUR,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, Euros"
FOSLF_USD,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, US Dollars"
FOSF_USD,en,"Monetary, Other Depository Corporations Survey, Net Foreign Assets, US Dollars"
FOSD_XDC,en,"Monetary, Other Depository Corporations Survey, Other Deposits Included In Broad Money, Domestic Currency"
FOSD_EUR,en,"Monetary, Other Depository Corporations Survey, Other Deposits Included In Broad Money, Euros"
FOSD_USD,en,"Monetary, Other Depository Corporations Survey, Other Deposits Included In Broad Money, US Dollars"
FOSO_XDC,en,"Monetary, Other Depository Corporations Survey, Other Items (Net), Domestic Currency"
FOSO_EUR,en,"Monetary, Other Depository Corporations Survey, Other Items (Net), Euros"
FOSO_USD,en,"Monetary, Other Depository Corporations Survey, Other Items (Net), US Dollars"
FOSSX_XDC,en,"Monetary, Other Depository Corporations Survey, Securities other than Shares Excluded from Broad Money, Domestic Currency"
FOSSX_EUR,en,"Monetary, Other Depository Corporations Survey, Securities other than Shares Excluded from Broad Money, Euros"
FOSSX_USD,en,"Monetary, Other Depository Corporations Survey, Securities other than Shares Excluded from Broad Money, US Dollars"
FOSS_XDC,en,"Monetary, Other Depository Corporations Survey, Securities other than Shares Included In Broad Money, Domestic Currency"
FOSS_EUR,en,"Monetary, Other Depository Corporations Survey, Securities other than Shares Included In Broad Money, Euros"
FOSS_USD,en,"Monetary, Other Depository Corporations Survey, Securities other than Shares Included In Broad Money, US Dollars"
FOSE_XDC,en,"Monetary, Other Depository Corporations Survey, Shares and other Equity, Domestic Currency"
FOSE_EUR,en,"Monetary, Other Depository Corporations Survey, Shares and other Equity, Euros"
FOSE_USD,en,"Monetary, Other Depository Corporations Survey, Shares and other Equity, US Dollars"
FOST_XDC,en,"Monetary, Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, Domestic Currency"
FOST_EUR,en,"Monetary, Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, Euros"
FOST_USD,en,"Monetary, Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, US Dollars"
FODA_XDC,en,"Monetary, Other Depository Corporations, Assets, Domestic Currency"
FODA_EUR,en,"Monetary, Other Depository Corporations, Assets, Euros"
FODA_USD,en,"Monetary, Other Depository Corporations, Assets, US Dollars"
FODAG_EUR,en,"Monetary, Other Depository Corporations, Total Gross Assets, Euros"
FFSAD_XDC,en,"Monetary, Other Financial Corporations Survey, Claims on Depository Corporations, Domestic Currency"
FFSAD_EUR,en,"Monetary, Other Financial Corporations Survey, Claims on Depository Corporations, Euros"
FFSAD_USD,en,"Monetary, Other Financial Corporations Survey, Claims on Depository Corporations, US Dollars"
FFSAP_XDC,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Domestic Currency"
FFSAP_EUR,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Euros"
FFSAP_USD,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, US Dollars"
FFSAON_XDC,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Domestic Currency"
FFSAON_EUR,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Euros"
FFSAON_USD,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, US Dollars"
FFSAOG_XDC,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Domestic Currency"
FFSAOG_EUR,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Euros"
FFSAOG_USD,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, US Dollars"
FFSAO_XDC,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Domestic Currency"
FFSAO_EUR,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Euros"
FFSAO_USD,en,"Monetary, Other Financial Corporations Survey, Claims on Other Sectors, US Dollars"
FFSD_XDC,en,"Monetary, Other Financial Corporations Survey, Deposits, Domestic Currency"
FFSD_EUR,en,"Monetary, Other Financial Corporations Survey, Deposits, Euros"
FFSD_USD,en,"Monetary, Other Financial Corporations Survey, Deposits, US Dollars"
FFSFD_XDC,en,"Monetary, Other Financial Corporations Survey, Financial Derivatives, Domestic Currency"
FFSFD_EUR,en,"Monetary, Other Financial Corporations Survey, Financial Derivatives, Euros"
FFSFD_USD,en,"Monetary, Other Financial Corporations Survey, Financial Derivatives, US Dollars"
FFSI_XDC,en,"Monetary, Other Financial Corporations Survey, Insurance Technical Reserves, Domestic Currency"
FFSI_EUR,en,"Monetary, Other Financial Corporations Survey, Insurance Technical Reserves, Euros"
FFSI_USD,en,"Monetary, Other Financial Corporations Survey, Insurance Technical Reserves, US Dollars"
FFSL_XDC,en,"Monetary, Other Financial Corporations Survey, Loans, Domestic Currency"
FFSL_EUR,en,"Monetary, Other Financial Corporations Survey, Loans, Euros"
FFSL_USD,en,"Monetary, Other Financial Corporations Survey, Loans, US Dollars"
FFSAG_XDC,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, Domestic Currency"
FFSAG_EUR,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, Euros"
FFSAG_USD,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, US Dollars"
FFSG_XDC,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Domestic Currency"
FFSG_EUR,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Euros"
FFSLG_XDC,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Domestic Currency"
FFSLG_EUR,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Euros"
FFSLG_USD,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, US Dollars"
FFSG_USD,en,"Monetary, Other Financial Corporations Survey, Net Claims on Central Government, US Dollars"
FFSAF_XDC,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, Domestic Currency"
FFSAF_EUR,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, Euros"
FFSAF_USD,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, US Dollars"
FFSF_XDC,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, Domestic Currency"
FFSF_EUR,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, Euros"
FFSLF_XDC,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, Domestic Currency"
FFSLF_EUR,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, Euros"
FFSLF_USD,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, US Dollars"
FFSF_USD,en,"Monetary, Other Financial Corporations Survey, Net foreign Assets, US Dollars"
FFSO_XDC,en,"Monetary, Other Financial Corporations Survey, Other Items (Net), Domestic Currency"
FFSO_EUR,en,"Monetary, Other Financial Corporations Survey, Other Items (Net), Euros"
FFSO_USD,en,"Monetary, Other Financial Corporations Survey, Other Items (Net), US Dollars"
FFSS_XDC,en,"Monetary, Other Financial Corporations Survey, Securities other than Shares, Domestic Currency"
FFSS_EUR,en,"Monetary, Other Financial Corporations Survey, Securities other than Shares, Euros"
FFSS_USD,en,"Monetary, Other Financial Corporations Survey, Securities other than Shares, US Dollars"
FFSE_XDC,en,"Monetary, Other Financial Corporations Survey, Shares and other Equity, Domestic Currency"
FFSE_EUR,en,"Monetary, Other Financial Corporations Survey, Shares and other Equity, Euros"
FFSE_USD,en,"Monetary, Other Financial Corporations Survey, Shares and other Equity, US Dollars"
FOFA_XDC,en,"Monetary, Other Financial Corporations, Assets, Domestic Currency"
FOFA_EUR,en,"Monetary, Other Financial Corporations, Assets, Euros"
FOFA_USD,en,"Monetary, Other Financial Corporations, Assets, US Dollars"
NCPHN_XDC,en,"Non-profit Institutions Serving Households (NPISHs) Final Consumption Expenditure, Nominal, Domestic Currency"
